teamid,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region
0,0,0,0,0,0,0,0,0,0,0,0,0,na1
1,1,1,1,0,0,1,0,1,0,0,2,0,na1
2,0,0,0,0,0,0,0,0,0,0,0,0,na1
3,1,1,1,1,0,1,1,8,1,0,2,1,na1
4,1,1,1,1,0,1,0,10,2,0,1,0,na1
5,0,0,0,0,0,0,0,0,0,0,0,0,na1
6,1,1,1,0,1,1,1,4,0,1,2,1,na1
7,0,0,0,0,0,0,0,0,0,0,1,0,na1
8,1,1,0,0,1,0,0,6,0,1,2,0,na1
9,0,0,1,0,0,1,1,4,0,0,3,1,na1
10,1,0,1,1,1,0,1,10,1,1,3,1,na1
11,0,1,0,0,0,1,0,3,0,0,2,1,na1
12,0,1,0,0,0,0,1,3,0,0,0,1,na1
13,1,0,1,0,1,1,0,5,0,1,3,1,na1
14,1,1,0,1,1,0,1,9,1,1,1,1,na1
15,0,0,1,0,0,1,0,4,0,0,3,0,na1
16,0,1,1,0,0,0,1,2,0,0,0,2,na1
17,1,0,0,1,1,1,0,9,2,1,3,0,na1
18,1,1,0,1,0,1,1,8,1,0,2,1,na1
19,0,0,1,0,1,0,0,3,0,1,2,0,na1
20,0,0,0,0,0,1,0,3,0,0,2,0,na1
21,1,1,1,1,1,0,1,11,3,2,3,1,na1
22,0,1,0,1,0,1,0,8,1,1,4,1,na1
23,1,0,1,0,1,0,1,8,1,2,2,1,na1
24,0,1,0,0,0,0,0,2,0,0,0,0,na1
25,1,0,1,1,1,1,1,10,2,1,5,1,na1
26,0,0,1,0,0,0,1,1,0,0,0,1,na1
27,1,1,0,0,0,1,0,2,0,0,1,0,na1
28,1,0,1,1,1,0,1,10,1,1,3,1,na1
29,0,1,0,0,0,1,0,3,0,0,2,1,na1
30,0,1,0,0,0,0,1,3,0,0,0,1,na1
31,1,0,1,0,1,1,0,5,0,1,3,1,na1
32,1,1,0,1,1,0,1,9,1,1,1,1,na1
33,0,0,1,0,0,1,0,4,0,0,3,0,na1
34,0,1,1,0,0,1,1,5,0,0,2,2,na1
35,1,0,0,1,1,0,0,9,2,3,4,0,na1
36,1,0,1,0,0,1,0,4,0,0,3,1,na1
37,0,1,0,0,0,0,1,1,0,0,0,1,na1
38,0,0,0,0,0,1,0,0,0,0,1,0,na1
39,1,1,1,0,0,0,0,2,0,0,0,0,na1
40,1,1,0,0,0,1,0,3,0,0,3,0,na1
41,0,0,1,0,0,0,1,3,0,0,2,1,na1
42,0,0,0,0,0,0,0,1,0,0,1,0,na1
43,1,1,1,1,1,1,1,8,1,1,3,1,na1
44,1,1,1,1,0,1,1,9,1,0,2,2,na1
45,0,0,0,0,0,0,0,1,0,0,0,0,na1
46,1,1,1,0,1,0,1,6,0,1,2,2,na1
47,0,0,0,0,0,1,0,2,0,0,1,0,na1
48,1,1,1,1,1,0,0,11,4,1,1,0,na1
49,0,0,0,0,0,1,1,4,0,1,4,1,na1
50,0,1,0,0,0,0,1,1,0,0,0,1,na1
51,1,0,1,0,0,1,0,1,0,0,1,0,na1
52,0,1,1,0,0,0,1,4,0,0,3,1,na1
53,1,0,0,1,1,1,0,10,2,2,3,1,na1
54,0,0,0,0,0,0,0,0,0,0,0,0,na1
55,1,1,1,0,0,1,1,2,0,0,2,1,na1
56,0,0,0,0,0,0,1,2,0,0,0,1,na1
57,1,1,1,0,0,1,0,5,0,0,3,1,na1
58,1,0,1,0,0,0,0,3,0,0,2,0,na1
59,0,1,0,0,0,1,1,1,0,0,1,1,na1
60,1,0,1,1,0,0,1,3,2,0,0,1,na1
61,0,1,0,0,0,0,0,0,0,0,0,0,na1
62,0,0,0,0,0,0,0,0,0,0,0,0,na1
63,1,1,1,1,0,1,1,6,1,0,2,1,na1
64,1,1,1,1,1,1,1,8,1,1,3,1,na1
65,0,0,0,0,0,0,0,1,0,0,0,0,na1
66,0,1,0,0,0,1,0,1,0,0,1,1,na1
67,1,0,1,1,1,0,1,7,2,1,2,1,na1
68,0,0,0,0,1,0,0,2,0,1,0,0,na1
69,1,1,1,1,0,1,1,10,2,0,4,2,na1
70,0,0,0,0,0,0,0,0,0,0,0,0,na1
71,1,1,1,0,0,1,0,1,0,0,2,0,na1
72,0,0,1,0,1,1,1,5,0,1,1,1,na1
73,1,1,0,1,0,0,0,7,1,0,4,0,na1
74,0,0,0,0,0,0,0,0,0,0,0,0,na1
75,1,1,1,0,0,1,1,4,0,0,1,1,na1
76,0,1,0,0,0,0,0,0,0,0,0,0,na1
77,1,0,1,0,1,1,1,3,0,1,3,2,na1
78,0,1,1,0,1,0,1,7,0,1,1,2,na1
79,1,0,0,1,0,1,0,7,1,0,4,0,na1
80,1,1,1,1,1,0,1,7,1,1,1,2,na1
81,0,0,0,0,0,1,0,3,0,0,2,0,na1
82,1,0,1,1,1,0,1,9,2,2,4,2,na1
83,0,1,0,0,0,1,0,4,0,0,1,0,na1
84,0,0,0,0,0,1,0,0,0,0,1,0,na1
85,1,1,1,0,0,0,0,2,0,0,0,0,na1
86,0,0,0,0,0,0,1,1,0,0,0,1,na1
87,1,1,1,1,1,1,0,8,1,1,4,1,na1
88,0,0,0,0,0,1,0,4,0,0,2,1,na1
89,1,1,1,1,1,0,1,10,2,1,2,1,na1
90,1,1,1,0,0,1,1,6,0,0,4,2,na1
91,0,0,0,0,1,0,0,1,0,1,0,0,na1
92,0,0,0,0,0,0,0,0,0,0,0,0,na1
93,1,1,1,0,0,1,1,5,0,0,2,2,na1
94,1,1,1,1,0,0,1,11,7,1,2,2,na1
95,0,0,0,0,1,1,0,3,0,2,4,0,na1
96,1,0,1,1,1,0,1,11,4,2,0,2,na1
97,0,1,0,0,0,1,0,8,1,0,5,0,na1
98,1,1,1,0,1,1,1,6,0,1,2,2,na1
99,0,0,0,0,0,0,0,0,0,0,2,0,na1
100,1,0,1,1,1,1,1,5,1,1,2,1,na1
101,0,1,0,0,0,0,0,0,0,0,0,0,na1
102,0,1,1,1,1,0,1,6,1,1,0,1,na1
103,1,0,0,0,0,1,0,7,0,0,5,0,na1
104,1,0,0,0,0,0,0,0,0,0,0,0,na1
105,0,1,0,0,0,0,0,0,0,0,0,0,na1
106,1,0,1,1,0,0,0,8,2,0,2,0,na1
107,0,1,0,0,0,1,1,2,0,0,1,1,na1
108,0,0,1,0,0,0,0,2,1,0,0,0,na1
109,1,1,0,1,0,0,0,4,3,0,0,0,na1
110,0,0,0,0,0,0,0,1,0,0,0,0,na1
111,1,1,1,1,0,0,0,4,1,0,0,0,na1
112,0,1,0,0,0,1,0,3,0,0,1,1,na1
113,1,0,1,0,0,0,1,4,0,0,1,1,na1
114,0,0,1,1,1,0,1,10,3,2,2,1,na1
115,1,1,0,0,0,1,0,7,1,0,2,0,na1
116,1,1,1,0,0,1,0,2,0,0,2,0,na1
117,0,0,0,0,0,0,1,0,0,0,0,1,na1
118,0,1,0,0,0,0,1,1,0,0,1,1,na1
119,1,0,1,0,0,1,0,4,0,0,2,1,na1
120,0,0,0,0,0,0,0,0,0,0,0,0,na1
121,1,1,1,1,0,1,1,8,1,0,2,1,na1
122,1,1,1,1,0,1,0,10,2,0,1,0,na1
123,0,0,0,0,0,0,0,0,0,0,0,0,na1
124,1,1,1,0,1,1,1,4,0,1,2,1,na1
125,0,0,0,0,0,0,0,0,0,0,1,0,na1
126,1,1,0,0,1,0,0,6,0,1,2,0,na1
127,0,0,1,0,0,1,1,4,0,0,3,1,na1
128,1,0,1,1,1,0,1,10,1,1,3,1,na1
129,0,1,0,0,0,1,0,3,0,0,2,1,na1
130,0,1,0,0,0,0,1,3,0,0,0,1,na1
131,1,0,1,0,1,1,0,5,0,1,3,1,na1
132,1,1,0,1,0,1,1,8,1,0,2,1,na1
133,0,0,1,0,1,0,0,3,0,1,2,0,na1
134,1,0,1,0,0,1,0,4,0,0,3,1,na1
135,0,1,0,0,0,0,1,1,0,0,0,1,na1
136,0,0,0,0,0,1,0,0,0,0,1,0,na1
137,1,1,1,0,0,0,0,2,0,0,0,0,na1
138,0,0,0,0,0,0,1,1,0,0,0,1,na1
139,1,1,1,1,1,1,0,8,1,1,4,1,na1
140,0,0,0,0,0,0,1,4,1,0,1,1,na1
141,1,1,1,1,1,1,0,9,3,1,3,1,na1
142,1,1,1,1,1,1,1,8,1,1,3,1,na1
143,0,0,0,0,0,0,0,1,0,0,0,0,na1
144,0,0,0,0,0,0,0,0,0,0,0,0,na1
145,1,1,1,0,0,1,1,4,0,0,2,1,na1
146,0,1,0,0,0,0,0,5,0,0,1,0,na1
147,1,0,1,1,1,1,1,9,1,2,3,1,na1
148,0,0,0,0,0,0,0,0,0,0,0,0,na1
149,1,1,1,0,0,1,0,1,0,0,2,0,na1
150,1,1,1,1,0,1,1,9,1,0,1,2,na1
151,0,0,0,0,0,0,0,1,0,0,0,0,na1
152,0,0,0,0,0,0,0,0,0,0,0,0,na1
153,1,1,1,0,0,1,1,4,0,0,1,1,na1
154,1,1,1,1,0,1,1,11,3,1,4,1,na1
155,0,0,0,0,1,0,0,2,0,1,1,0,na1
156,0,1,0,1,1,0,0,6,1,1,1,0,na1
157,1,0,1,0,0,1,1,9,1,1,3,2,na1
158,1,1,1,1,0,0,1,9,1,0,2,1,na1
159,0,0,0,0,1,1,0,3,0,1,3,0,na1
160,1,1,1,1,0,0,1,3,1,0,0,1,na1
161,0,0,0,0,0,0,0,0,0,0,0,0,na1
162,1,1,1,0,1,1,1,5,0,1,4,1,na1
163,0,0,0,0,0,0,0,0,0,0,0,0,na1
164,1,1,1,0,1,1,1,4,0,1,2,1,na1
165,0,0,0,0,0,0,0,0,0,0,1,0,na1
166,0,0,0,0,0,0,0,0,0,0,0,0,na1
167,1,1,1,1,0,1,1,7,1,0,3,2,na1
168,0,0,0,0,0,0,0,0,0,0,0,0,na1
169,1,1,0,0,0,0,0,0,0,0,0,0,na1
170,1,0,1,1,1,0,1,10,3,1,3,2,na1
171,0,1,0,0,0,1,0,5,0,1,4,0,na1
172,0,0,0,0,0,0,0,0,0,0,0,0,na1
173,1,1,1,0,0,1,1,7,0,0,2,2,na1
174,1,1,1,1,0,1,1,10,1,0,5,1,na1
175,0,0,0,0,1,0,0,5,0,1,0,0,na1
176,1,0,1,0,1,1,1,7,0,1,2,1,na1
177,0,1,0,0,0,0,0,1,0,0,1,1,na1
178,0,1,1,0,0,0,1,4,0,0,3,1,na1
179,1,0,0,1,1,1,0,10,2,2,3,1,na1
180,1,0,0,1,0,0,1,3,2,0,0,2,na1
181,0,1,1,0,0,0,0,2,0,0,0,0,na1
182,0,0,0,0,0,0,1,4,1,0,1,1,na1
183,1,1,1,1,1,1,0,9,3,1,3,1,na1
184,1,1,0,0,0,1,1,2,0,0,2,1,na1
185,0,0,1,0,0,0,0,1,0,0,0,0,na1
186,1,0,0,1,0,0,0,7,1,0,2,0,na1
187,0,1,1,0,1,1,1,6,0,1,2,2,na1
188,0,1,0,0,0,0,0,0,0,0,0,0,na1
189,1,0,1,1,0,0,0,3,1,0,0,0,na1
190,0,1,0,0,0,0,0,6,0,0,0,0,na1
191,1,0,1,1,1,1,1,9,1,1,4,2,na1
192,0,0,1,0,0,1,1,3,0,0,2,1,na1
193,1,1,0,1,1,0,0,7,1,1,2,0,na1
194,1,0,1,1,0,0,0,3,1,0,0,0,na1
195,0,1,0,0,0,0,1,0,0,0,0,1,na1
196,1,0,1,1,0,0,0,7,2,0,1,0,na1
197,0,1,0,0,0,1,0,0,0,0,2,0,na1
198,0,0,0,0,0,1,0,0,0,0,1,0,na1
199,1,1,1,0,0,0,0,2,0,0,0,0,na1
200,0,0,0,0,0,0,0,0,0,0,0,0,na1
201,1,1,1,0,0,1,0,1,0,0,2,0,na1
202,1,1,0,1,1,0,1,9,1,1,1,1,na1
203,0,0,1,0,0,1,0,4,0,0,3,0,na1
204,0,1,1,0,0,0,1,2,0,0,0,2,na1
205,1,0,0,1,1,1,0,9,2,1,3,0,na1
206,1,0,1,1,1,0,1,10,3,1,3,2,na1
207,0,1,0,0,0,1,0,5,0,1,4,0,na1
208,0,1,1,0,0,0,1,2,0,0,0,1,na1
209,1,0,0,0,1,1,0,4,0,1,3,0,na1
210,1,0,1,0,0,1,0,1,0,0,2,0,na1
211,0,1,0,0,0,0,1,0,0,0,0,1,na1
212,1,1,1,0,0,1,1,6,0,0,4,2,na1
213,0,0,0,0,1,0,0,1,0,1,0,0,na1
214,0,0,0,0,0,0,0,0,0,0,0,0,na1
215,1,1,1,0,0,1,1,5,0,0,2,2,na1
216,1,1,1,1,0,1,1,7,1,0,3,2,na1
217,0,0,0,0,0,0,0,1,0,0,0,0,na1
218,0,0,1,0,0,1,1,5,0,1,2,1,na1
219,1,1,0,1,1,0,0,10,4,3,5,1,na1
220,1,0,0,0,0,1,0,7,0,0,4,1,na1
221,0,1,1,0,1,0,1,3,0,1,2,1,na1
222,1,1,0,1,1,1,1,7,1,1,3,1,na1
223,0,0,1,0,0,0,0,4,0,0,1,1,na1
224,0,1,0,0,0,0,0,0,0,0,0,0,na1
225,1,0,1,0,0,1,1,4,0,0,2,1,na1
226,1,0,1,0,0,0,1,3,0,0,0,2,na1
227,0,1,0,1,0,0,0,3,1,0,0,0,na1
228,0,1,0,0,0,0,0,6,0,0,0,0,na1
229,1,0,1,1,1,1,1,9,1,1,4,2,na1
230,1,1,1,1,1,1,1,9,3,1,3,1,na1
231,0,0,0,0,0,0,0,3,0,1,1,1,na1
232,1,1,1,1,1,0,1,9,2,1,1,2,na1
233,0,0,0,0,0,1,0,1,0,0,3,0,na1
234,0,0,0,0,0,0,0,0,0,0,0,0,na1
235,1,1,1,0,0,1,1,2,0,0,2,1,na1
236,1,0,1,1,1,0,1,8,2,1,2,2,na1
237,0,1,0,0,0,1,0,1,0,0,1,0,na1
238,0,1,1,0,0,0,1,3,0,0,1,2,na1
239,1,0,0,1,1,1,0,10,2,1,2,0,na1
240,1,1,1,1,1,0,1,10,2,1,3,2,na1
241,0,0,0,0,0,1,0,3,0,0,1,0,na1
242,0,0,0,0,0,0,1,4,1,0,1,1,na1
243,1,1,1,1,1,1,0,9,3,1,3,1,na1
244,1,1,1,1,1,1,1,11,2,1,4,2,na1
245,0,0,0,0,0,0,0,0,0,0,0,0,na1
246,1,0,0,0,0,1,0,7,0,0,4,1,na1
247,0,1,1,0,1,0,1,3,0,1,2,1,na1
248,1,0,0,1,1,1,0,8,1,1,4,0,na1
249,0,1,1,0,0,0,1,3,0,0,1,1,na1
250,0,1,1,1,0,0,1,10,2,0,1,2,na1
251,1,0,0,0,1,1,0,8,1,2,4,0,na1
252,1,1,1,0,0,0,1,6,0,0,1,1,na1
253,0,0,0,0,0,1,0,0,0,0,1,0,na1
254,0,1,0,0,0,0,0,1,0,0,0,0,na1
255,1,0,1,1,1,1,1,8,2,1,3,1,na1
256,0,0,0,0,0,0,0,2,0,0,2,0,na1
257,1,1,1,1,1,1,1,8,1,1,2,1,na1
258,1,0,0,1,1,1,0,10,2,2,4,0,na1
259,0,1,1,0,0,0,1,4,0,0,2,2,na1
260,1,1,1,1,0,0,1,11,3,0,2,2,na1
261,0,0,0,0,0,1,0,2,0,0,2,0,na1
262,1,1,0,1,1,1,0,8,1,1,2,1,na1
263,0,0,1,0,0,0,1,3,0,0,3,1,na1
264,1,1,0,1,0,1,0,8,1,0,4,0,na1
265,0,0,1,0,1,0,1,2,0,1,0,1,na1
266,0,0,0,0,0,0,0,4,0,0,0,1,na1
267,1,1,1,1,1,1,1,10,2,1,4,1,na1
268,1,0,0,0,0,0,0,0,0,0,0,0,na1
269,0,0,0,0,0,0,0,0,0,0,0,0,na1
270,0,1,0,0,0,0,0,0,0,0,0,0,na1
271,1,0,1,1,1,1,1,7,1,1,3,2,na1
272,1,1,0,1,1,0,0,8,1,1,2,0,na1
273,0,0,1,0,0,1,1,3,0,0,2,2,na1
274,0,1,0,0,0,1,1,2,0,0,1,1,na1
275,1,0,1,1,1,0,0,9,1,2,3,0,na1
276,1,1,1,1,1,1,1,7,1,1,3,1,na1
277,0,0,0,0,0,0,0,2,0,0,1,1,na1
278,0,0,1,0,0,0,1,3,0,0,0,1,na1
279,1,1,0,1,1,1,0,11,3,1,4,0,na1
280,0,1,0,0,0,0,0,1,0,0,0,0,na1
281,1,0,1,1,0,0,0,4,2,0,0,0,na1
282,1,1,0,1,1,1,1,7,1,1,3,1,na1
283,0,0,1,0,0,0,0,4,0,0,1,1,na1
284,0,0,0,0,0,0,0,0,0,0,0,0,na1
285,1,1,1,1,0,1,1,7,1,0,3,2,na1
286,0,1,0,0,0,0,0,1,0,0,0,0,na1
287,1,0,1,1,1,1,1,8,2,1,3,1,na1
288,1,1,1,1,0,1,1,11,3,1,4,1,na1
289,0,0,0,0,1,0,0,2,0,1,1,0,na1
290,0,0,1,0,0,0,1,3,0,0,0,1,na1
291,1,1,0,1,1,1,0,8,1,1,3,0,na1
292,0,1,0,0,0,0,0,1,0,0,0,0,na1
293,1,0,1,1,0,0,0,4,3,0,0,0,na1
294,0,1,0,0,0,0,1,3,0,0,0,1,na1
295,1,0,1,0,1,1,0,5,0,1,3,1,na1
296,0,0,0,0,0,1,0,0,0,0,2,0,na1
297,1,1,1,1,1,0,1,7,2,1,1,2,na1
298,0,1,1,0,0,1,1,5,0,0,2,2,na1
299,1,0,0,1,1,0,0,9,2,3,4,0,na1
300,0,0,0,0,0,0,1,2,0,0,0,1,na1
301,1,1,1,1,0,1,0,9,1,0,2,1,na1
302,0,0,0,0,0,0,0,2,0,0,0,0,na1
303,1,1,1,0,0,1,1,5,0,0,3,2,na1
304,0,1,0,0,0,0,0,6,0,0,0,0,na1
305,1,0,1,1,1,1,1,9,1,1,4,2,na1
306,1,1,1,0,0,1,1,4,0,0,4,1,na1
307,0,0,0,0,0,0,0,2,0,0,0,0,na1
308,1,1,1,1,0,1,1,10,2,0,4,2,na1
309,0,0,0,0,1,0,0,0,0,1,0,0,na1
310,0,1,0,0,0,0,1,3,0,0,0,1,na1
311,1,0,1,0,1,1,0,5,0,1,3,1,na1
312,0,0,0,0,0,0,0,2,0,0,0,0,na1
313,1,1,1,1,0,1,1,5,1,0,1,1,na1
314,0,1,1,0,0,0,1,2,0,0,0,2,na1
315,1,0,0,1,1,1,0,9,2,1,3,0,na1
316,1,0,1,1,0,1,1,9,1,0,3,2,na1
317,0,1,0,0,0,0,0,1,0,0,1,0,na1
318,0,0,0,0,0,0,0,0,0,0,0,0,na1
319,1,1,1,1,0,1,1,5,1,0,2,1,na1
320,1,1,0,0,0,1,0,4,0,0,2,1,na1
321,0,0,1,0,0,0,1,3,0,0,1,1,na1
322,1,1,1,0,0,0,1,6,0,0,1,1,na1
323,0,0,0,0,0,1,0,0,0,0,1,0,na1
324,0,1,0,0,0,0,0,1,0,0,0,0,na1
325,1,0,1,1,1,1,1,8,2,1,3,1,na1
326,1,0,1,1,0,1,1,6,1,0,2,1,na1
327,0,1,0,0,0,0,0,0,0,0,0,0,na1
328,0,1,0,0,0,1,0,0,0,0,2,0,na1
329,1,0,1,1,1,0,1,7,1,1,1,2,na1
330,0,1,0,0,0,1,0,1,0,0,1,0,na1
331,1,0,1,1,0,0,1,10,1,0,2,2,na1
332,1,0,1,1,1,1,0,7,2,1,4,0,na1
333,0,1,0,0,0,0,1,2,0,0,0,1,na1
334,0,0,0,0,0,1,0,0,0,0,1,0,na1
335,1,1,1,0,0,0,1,5,0,0,1,1,na1
336,0,0,1,0,0,0,1,1,0,0,1,2,na1
337,1,1,0,1,1,1,0,9,2,1,3,0,na1
338,1,1,0,1,1,1,0,9,2,1,3,0,na1
339,0,0,1,0,0,0,1,5,0,1,2,2,na1
340,0,0,0,0,0,0,0,0,0,0,0,0,na1
341,1,1,1,1,0,1,1,6,1,0,2,1,na1
342,1,1,1,1,1,1,1,8,1,1,3,1,na1
343,0,0,0,0,0,0,0,1,0,0,0,0,na1
344,0,0,0,0,0,0,0,0,0,0,0,0,na1
345,1,1,1,0,0,1,1,4,0,0,2,1,na1
346,1,1,1,1,0,0,1,9,1,0,2,2,na1
347,0,0,0,0,0,1,0,3,0,0,2,0,na1
348,0,0,0,0,0,0,0,0,0,0,0,0,na1
349,1,1,1,0,0,1,0,1,0,0,2,0,na1
350,1,0,1,1,0,1,0,7,2,0,4,0,na1
351,0,1,0,0,1,0,0,2,0,1,0,0,na1
352,0,1,0,0,0,0,0,0,0,0,0,0,na1
353,1,0,1,0,0,1,1,5,0,0,2,1,na1
354,1,0,1,1,1,0,1,9,2,2,4,2,na1
355,0,1,0,0,0,1,0,4,0,0,1,0,na1
356,0,1,0,0,0,0,0,0,0,0,0,0,na1
357,1,0,1,1,0,1,1,7,1,0,4,1,na1
358,1,1,1,1,0,1,0,10,2,0,1,0,na1
359,0,0,0,0,0,0,0,0,0,0,0,0,na1
360,1,1,1,1,0,0,1,9,1,0,2,2,na1
361,0,0,0,0,0,1,0,3,0,0,2,0,na1
362,0,0,0,0,0,0,0,0,0,0,0,0,na1
363,1,1,1,0,0,1,0,1,0,0,2,0,na1
364,1,0,1,1,0,1,0,7,2,0,4,0,na1
365,0,1,0,0,1,0,0,2,0,1,0,0,na1
366,1,1,1,1,1,0,1,8,2,1,2,2,na1
367,0,0,0,0,0,1,0,1,0,0,2,0,na1
368,1,1,1,1,1,0,0,10,2,1,1,1,na1
369,0,0,0,0,0,1,1,0,0,0,2,1,na1
370,1,1,1,1,0,1,1,10,1,0,5,1,na1
371,0,0,0,0,1,0,0,5,0,1,0,0,na1
372,1,1,1,0,0,1,0,3,0,0,2,1,na1
373,0,0,0,0,0,0,1,1,0,0,0,1,na1
374,0,1,0,0,0,1,0,2,0,0,1,0,na1
375,1,0,1,1,1,0,1,11,2,1,2,2,na1
376,0,1,0,0,0,1,0,0,0,0,1,0,na1
377,1,0,1,1,1,0,1,9,3,1,2,2,na1
378,1,1,1,1,0,1,1,11,2,0,3,2,na1
379,0,0,0,0,0,0,0,0,0,0,0,0,na1
380,1,1,1,1,0,0,0,3,1,0,0,0,na1
381,0,0,0,0,0,0,0,0,0,0,0,0,na1
382,0,0,0,0,0,0,0,4,0,0,1,0,na1
383,1,1,1,1,1,1,1,6,1,1,3,1,na1
384,0,1,0,0,0,1,0,0,0,0,2,1,na1
385,1,0,1,0,0,0,1,2,0,0,1,1,na1
386,0,1,0,0,0,0,1,1,0,0,0,1,na1
387,1,0,1,0,0,1,0,6,0,0,2,1,na1
388,0,0,0,0,0,0,0,2,0,0,0,0,na1
389,1,1,1,0,0,1,1,4,0,0,2,1,na1
390,1,0,1,0,0,1,1,5,0,0,2,2,na1
391,0,1,0,0,0,0,0,1,0,0,0,0,na1
392,0,1,1,0,0,0,1,2,0,0,0,1,na1
393,1,0,0,0,1,1,0,4,0,1,3,0,na1
394,1,1,1,0,0,1,0,3,0,0,1,0,na1
395,0,0,0,0,0,0,0,0,0,0,0,0,na1
396,0,0,0,0,0,0,0,0,0,0,0,0,na1
397,1,1,1,0,0,1,0,1,0,0,2,0,na1
398,0,0,0,0,0,0,0,0,0,0,0,0,na1
399,1,1,1,1,0,0,1,3,1,0,0,1,na1
400,0,1,0,0,0,1,0,2,0,0,2,0,na1
401,1,0,1,1,1,0,1,11,2,1,1,2,na1
402,1,1,1,1,1,1,1,6,1,1,3,2,na1
403,0,0,0,0,0,0,0,1,0,0,1,0,na1
404,1,0,1,1,1,1,0,11,3,1,3,1,na1
405,0,1,0,0,0,0,1,1,0,0,1,1,na1
406,1,0,1,1,1,1,0,9,2,2,3,1,na1
407,0,1,0,0,0,0,1,4,0,0,2,1,na1
408,0,0,1,0,0,0,0,5,0,0,1,0,na1
409,1,1,0,0,1,1,1,3,0,1,2,1,na1
410,0,0,0,0,0,0,1,3,0,0,3,1,na1
411,1,1,1,1,1,1,0,9,3,1,1,1,na1
412,1,0,1,1,0,1,1,8,1,0,4,1,na1
413,0,1,0,0,0,0,0,0,0,0,0,0,na1
414,1,0,0,1,0,1,0,6,1,0,2,1,na1
415,0,1,1,0,0,0,1,2,0,0,1,1,na1
416,1,0,1,1,1,1,0,7,2,1,4,0,na1
417,0,1,0,0,0,0,1,2,0,0,0,1,na1
418,0,1,1,0,0,0,1,2,0,0,0,1,na1
419,1,0,0,1,1,1,0,8,2,1,3,1,na1
420,0,1,0,0,0,0,0,5,0,0,1,0,na1
421,1,0,1,1,1,1,1,9,1,2,3,1,na1
422,0,0,1,0,0,1,1,6,0,0,2,1,na1
423,1,1,0,1,1,0,0,9,3,2,4,1,na1
424,0,0,1,0,0,0,1,4,0,0,1,2,na1
425,1,1,0,1,1,1,0,9,1,1,4,0,na1
426,0,0,0,0,0,0,0,2,0,0,0,0,na1
427,1,1,1,0,0,1,1,4,0,0,2,1,na1
428,1,0,1,0,0,0,0,4,3,0,0,0,na1
429,0,1,0,1,0,0,0,2,3,0,0,0,na1
430,1,1,1,0,0,1,0,3,0,0,1,0,na1
431,0,0,0,0,0,0,0,0,0,0,0,0,na1
432,0,1,0,0,0,0,0,1,0,0,0,1,na1
433,1,0,1,1,1,1,1,6,1,1,4,1,na1
434,0,0,0,0,0,0,1,4,0,0,2,1,na1
435,1,1,1,1,1,1,0,11,3,2,4,1,na1
436,1,0,1,1,0,1,1,9,1,0,3,1,na1
437,0,1,0,0,0,0,0,1,0,0,0,0,na1
438,0,1,0,0,0,1,0,0,0,0,2,0,na1
439,1,0,1,1,1,0,0,8,1,1,1,0,na1
440,1,1,1,1,1,1,1,10,2,1,5,2,na1
441,0,0,0,0,0,0,0,1,0,0,0,0,na1
442,0,0,0,0,0,1,1,3,0,0,3,1,na1
443,1,1,1,1,1,0,0,8,1,1,0,1,na1
444,1,1,0,0,0,1,0,3,0,0,3,0,na1
445,0,0,1,0,0,0,1,3,0,0,2,1,na1
446,0,1,1,0,0,0,1,3,0,0,0,1,na1
447,1,0,0,0,0,1,0,4,0,0,4,1,na1
448,0,0,1,0,0,0,1,8,1,1,1,1,na1
449,1,1,0,1,1,1,0,7,2,1,4,0,na1
450,0,0,0,0,0,0,1,4,1,0,1,1,na1
451,1,1,1,1,1,1,0,9,3,1,3,1,na1
452,1,0,1,1,1,0,1,9,2,1,2,2,na1
453,0,1,0,0,0,1,0,2,0,0,2,0,na1
454,1,1,1,1,1,1,1,11,2,1,4,2,na1
455,0,0,0,0,0,0,0,0,0,0,0,0,na1
456,0,0,1,0,1,1,1,5,0,1,1,1,na1
457,1,1,0,1,0,0,0,7,1,0,4,0,na1
458,0,0,0,0,0,0,0,0,0,0,0,0,na1
459,1,1,1,0,0,1,1,4,0,0,1,1,na1
460,1,1,1,1,0,0,0,3,1,0,0,0,na1
461,0,0,0,0,0,0,0,0,0,0,0,0,na1
462,0,1,0,0,0,0,0,1,0,0,0,0,na1
463,1,0,1,1,0,0,0,4,3,0,0,0,na1
464,1,1,1,1,0,0,1,10,2,0,2,2,na1
465,0,0,0,0,0,1,0,2,0,0,1,0,na1
466,1,1,1,1,0,1,0,9,1,0,3,1,na1
467,0,0,0,0,0,0,1,1,0,0,0,1,na1
468,1,1,1,0,0,1,0,1,0,0,2,0,na1
469,0,0,0,0,0,0,1,1,0,0,0,1,na1
470,1,1,1,1,1,0,1,8,2,1,2,2,na1
471,0,0,0,0,0,1,0,1,0,0,2,0,na1
472,1,1,1,1,1,0,0,10,2,1,1,1,na1
473,0,0,0,0,0,1,1,0,0,0,2,1,na1
474,0,0,0,0,0,0,0,0,0,0,0,0,na1
475,1,1,1,1,0,0,1,3,1,0,0,1,na1
476,1,1,1,1,1,0,1,9,1,1,2,2,na1
477,0,0,0,0,0,1,0,0,0,0,1,0,na1
478,0,0,1,0,0,0,1,1,0,0,0,1,na1
