teamid,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region
7250,1,0,1,1,1,0,1,10,1,2,2,2,euw1
7251,0,1,0,0,0,1,0,3,0,0,2,0,euw1
7252,1,1,0,0,0,1,1,9,1,1,3,2,euw1
7253,0,0,1,1,1,0,0,7,1,1,2,0,euw1
7254,1,1,0,1,0,0,0,3,1,0,0,0,euw1
7255,0,0,1,0,0,0,1,2,0,0,0,1,euw1
7256,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7257,1,1,1,1,0,0,0,4,2,0,0,0,euw1
7258,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7259,1,1,1,0,0,0,0,3,0,0,0,0,euw1
7260,0,0,1,1,0,0,0,3,2,0,0,0,euw1
7261,1,1,0,0,0,0,0,4,1,0,0,0,euw1
7262,0,0,0,0,0,1,0,6,0,0,1,0,euw1
7263,1,1,1,1,1,0,0,11,2,1,4,0,euw1
7264,1,1,1,1,0,1,1,7,1,0,2,2,euw1
7265,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7266,1,1,1,0,0,1,0,7,0,0,2,1,euw1
7267,0,0,0,0,0,0,1,1,0,0,0,1,euw1
7268,0,1,0,0,0,1,1,1,0,0,1,1,euw1
7269,1,0,1,1,0,0,0,9,1,0,2,1,euw1
7270,0,0,0,0,1,0,1,2,0,1,0,2,euw1
7271,1,1,1,1,0,1,0,8,1,0,3,0,euw1
7272,1,1,1,0,0,0,0,4,3,0,0,0,euw1
7273,0,0,0,1,0,0,0,4,2,0,0,0,euw1
7274,0,1,0,0,0,0,1,1,0,0,0,1,euw1
7275,1,0,1,1,0,1,0,9,2,0,2,0,euw1
7276,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7277,1,1,1,0,0,0,0,3,0,0,0,0,euw1
7278,1,1,1,0,0,1,0,7,0,0,2,1,euw1
7279,0,0,0,0,0,0,1,1,0,0,0,1,euw1
7280,0,1,1,1,1,1,1,10,5,2,3,2,euw1
7281,1,0,0,0,0,0,0,6,1,0,2,0,euw1
7282,0,0,1,0,1,0,0,5,1,1,1,0,euw1
7283,1,1,0,1,0,1,1,10,3,1,4,2,euw1
7284,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7285,1,0,1,1,0,0,1,3,1,0,0,1,euw1
7286,1,1,1,1,1,0,1,8,1,1,1,2,euw1
7287,0,0,0,0,0,1,0,2,0,0,2,0,euw1
7288,1,0,0,0,0,0,0,3,0,0,2,0,euw1
7289,0,1,1,0,0,1,0,2,0,0,1,0,euw1
7290,0,1,1,0,0,0,0,1,0,0,0,0,euw1
7291,1,0,0,1,0,0,1,3,1,0,0,1,euw1
7292,0,1,1,1,1,1,1,6,1,1,3,2,euw1
7293,1,0,0,0,0,0,0,7,1,0,1,0,euw1
7294,0,0,0,0,0,1,0,0,0,0,1,0,euw1
7295,1,1,1,1,0,0,1,7,1,0,0,1,euw1
7296,0,1,0,0,0,0,0,2,0,0,0,0,euw1
7297,1,0,1,0,0,1,0,4,0,0,2,0,euw1
7298,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7299,1,0,1,0,0,1,1,1,0,0,2,1,euw1
7300,1,1,0,1,1,1,1,7,1,1,3,1,euw1
7301,0,0,1,0,0,0,0,2,0,0,0,0,euw1
7302,0,1,1,1,1,1,1,10,5,2,3,2,euw1
7303,1,0,0,0,0,0,0,6,1,0,2,0,euw1
7304,0,1,1,0,0,0,1,3,0,0,1,1,euw1
7305,1,0,0,1,1,1,0,9,2,1,4,1,euw1
7306,1,1,1,0,1,1,1,4,0,1,4,2,euw1
7307,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7308,0,0,0,0,0,1,0,0,0,0,1,0,euw1
7309,1,1,1,0,0,0,1,3,0,0,1,1,euw1
7310,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7311,1,1,1,1,0,1,1,11,2,0,3,2,euw1
7312,1,1,1,1,1,1,1,7,1,1,1,2,euw1
7313,0,0,0,0,0,0,0,2,0,0,2,0,euw1
7314,1,1,1,1,0,1,1,7,1,0,3,1,euw1
7315,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7316,1,0,0,0,1,0,1,10,1,2,0,1,euw1
7317,0,1,1,1,0,1,0,11,1,0,4,0,euw1
7318,0,0,0,0,0,0,0,1,0,0,0,0,euw1
7319,1,1,1,0,0,1,1,3,0,0,3,1,euw1
7320,0,0,1,0,0,0,0,2,0,0,0,0,euw1
7321,1,1,0,1,1,1,1,10,2,1,4,1,euw1
7322,1,0,1,1,0,1,0,8,2,0,3,0,euw1
7323,0,1,0,0,0,0,1,1,0,0,0,1,euw1
7324,0,0,1,0,0,0,1,3,0,0,0,1,euw1
7325,1,1,0,0,0,1,0,2,0,0,3,1,euw1
7326,0,0,0,0,0,1,0,0,0,0,1,0,euw1
7327,1,1,1,0,0,0,1,3,0,0,0,1,euw1
7328,0,0,0,0,0,0,0,1,0,0,0,0,euw1
7329,1,1,1,0,1,1,1,6,0,1,3,2,euw1
7330,0,0,1,0,0,0,1,1,0,0,0,1,euw1
7331,1,1,0,0,0,1,0,5,0,0,3,0,euw1
7332,0,0,0,0,0,1,0,1,0,0,1,0,euw1
7333,1,1,1,1,0,0,1,9,1,0,1,1,euw1
7334,0,0,0,0,0,0,0,1,0,0,0,0,euw1
7335,1,1,1,1,0,1,1,11,2,0,3,2,euw1
7336,1,1,1,1,1,0,0,11,4,1,2,1,euw1
7337,0,0,0,0,0,1,1,3,0,0,2,1,euw1
7338,1,1,1,0,0,1,1,6,0,0,2,2,euw1
7339,0,0,0,0,0,0,0,0,0,0,1,0,euw1
7340,0,0,1,0,0,0,1,3,0,0,2,1,euw1
7341,1,1,0,1,1,1,0,9,1,1,2,1,euw1
7342,1,1,0,0,0,0,0,4,0,0,1,1,euw1
7343,0,0,1,0,0,1,1,3,0,0,2,1,euw1
7344,1,1,1,1,1,1,1,8,1,1,2,1,euw1
7345,0,0,0,0,0,0,0,0,0,0,1,0,euw1
7346,1,0,1,1,0,1,1,9,1,0,2,2,euw1
7347,0,1,0,0,0,0,0,1,0,0,2,0,euw1
7348,0,1,1,0,0,1,0,3,0,0,3,1,euw1
7349,1,0,0,1,1,0,1,9,2,1,1,1,euw1
7350,0,0,1,0,0,0,1,3,0,0,0,1,euw1
7351,1,1,0,1,0,1,0,9,1,0,2,0,euw1
7352,1,1,0,1,0,1,0,9,2,0,3,0,euw1
7353,0,0,1,0,0,0,1,2,0,0,0,1,euw1
7354,1,0,1,1,0,1,0,9,2,0,2,1,euw1
7355,0,1,0,0,0,0,1,2,0,0,0,1,euw1
7356,1,1,1,1,1,0,0,11,4,1,2,1,euw1
7357,0,0,0,0,0,1,1,3,0,0,2,1,euw1
7358,0,1,1,0,0,1,1,1,0,0,2,2,euw1
7359,1,0,0,1,0,0,0,4,1,0,1,0,euw1
7360,1,1,1,1,0,0,1,9,1,0,1,1,euw1
7361,0,0,0,0,0,1,0,0,0,0,1,0,euw1
7362,1,1,1,1,1,1,0,9,2,1,4,0,euw1
7363,0,0,0,0,0,0,1,3,0,0,0,1,euw1
7364,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7365,1,0,1,1,0,1,1,11,2,0,3,2,euw1
7366,1,0,0,1,1,1,0,10,2,1,4,0,euw1
7367,0,1,1,0,0,0,1,2,0,0,0,1,euw1
7368,0,0,0,0,0,0,0,3,0,0,2,0,euw1
7369,1,1,1,1,1,1,1,8,1,1,4,2,euw1
7370,1,0,1,1,0,1,1,11,3,0,2,2,euw1
7371,0,1,0,0,1,0,0,1,0,1,1,0,euw1
7372,0,1,0,0,0,0,0,4,0,0,1,1,euw1
7373,1,0,1,1,1,1,1,8,1,1,3,1,euw1
7374,1,0,1,1,0,0,0,7,1,0,2,1,euw1
7375,0,1,0,0,0,1,1,3,0,0,1,1,euw1
7376,1,1,1,1,1,0,0,7,1,1,3,1,euw1
7377,0,0,0,0,0,1,1,1,0,0,1,1,euw1
7378,1,1,0,1,1,1,0,10,2,1,4,0,euw1
7379,0,0,1,0,0,0,1,2,0,0,0,1,euw1
7380,0,0,1,1,0,0,1,7,1,0,1,2,euw1
7381,1,1,0,0,1,1,0,9,1,1,3,0,euw1
7382,0,1,1,0,0,0,1,5,0,0,1,2,euw1
7383,1,0,0,1,1,1,0,8,1,1,3,0,euw1
7384,0,1,0,0,0,0,1,5,0,0,0,2,euw1
7385,1,0,1,1,1,1,0,9,1,1,4,0,euw1
7386,1,1,1,0,1,1,0,6,0,1,3,0,euw1
7387,0,0,0,0,0,0,1,2,0,0,0,1,euw1
7388,1,1,1,1,0,1,1,9,1,0,2,2,euw1
7389,0,0,0,0,1,0,0,6,1,1,3,0,euw1
7390,0,0,0,0,0,1,0,4,0,0,2,0,euw1
7391,1,1,1,1,1,0,1,9,1,1,2,2,euw1
7392,1,0,1,1,0,0,1,10,1,0,2,2,euw1
7393,0,1,0,0,0,1,0,1,0,0,1,0,euw1
7394,1,0,0,1,1,0,0,7,1,1,1,1,euw1
7395,0,1,1,0,0,1,1,4,0,0,3,1,euw1
7396,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7397,1,1,1,0,1,1,1,5,0,1,4,2,euw1
7398,0,0,1,1,1,0,1,8,1,1,2,2,euw1
7399,1,1,0,0,0,1,0,5,1,1,2,0,euw1
7400,0,1,1,0,0,0,1,4,0,0,1,2,euw1
7401,1,0,0,1,1,1,0,7,1,1,3,0,euw1
7402,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7403,1,0,1,0,0,1,1,4,0,0,1,1,euw1
7404,1,1,1,1,0,0,1,9,2,0,1,2,euw1
7405,0,0,0,0,0,1,0,1,0,0,1,0,euw1
7406,1,0,1,1,0,1,1,11,3,0,3,2,euw1
7407,0,1,0,0,0,0,0,2,0,0,0,0,euw1
7408,0,0,0,0,0,0,1,4,0,0,0,1,euw1
7409,1,1,1,1,1,1,0,7,1,1,2,0,euw1
7410,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7411,1,1,1,1,0,1,1,10,1,0,3,1,euw1
7412,1,1,1,1,1,0,1,8,1,1,2,1,euw1
7413,0,0,0,0,0,1,0,3,0,0,3,0,euw1
7414,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7415,1,0,1,1,0,0,0,3,1,0,0,0,euw1
7416,1,0,1,1,0,0,1,3,1,0,0,1,euw1
7417,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7418,1,0,0,0,0,0,1,3,0,0,0,1,euw1
7419,0,1,1,0,0,0,0,3,0,0,0,0,euw1
7420,1,1,1,1,0,1,1,8,1,0,3,1,euw1
7421,0,0,0,0,0,0,0,1,0,0,0,0,euw1
7422,1,0,1,1,1,1,0,9,1,1,3,1,euw1
7423,0,1,0,0,0,0,1,1,0,0,0,1,euw1
7424,1,1,1,1,0,0,1,3,1,0,0,1,euw1
7425,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7426,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7427,1,1,1,1,0,0,1,3,1,0,0,1,euw1
7428,0,1,0,0,0,0,1,1,0,0,0,1,euw1
7429,1,0,1,1,0,0,0,3,2,0,0,0,euw1
7430,1,0,1,1,0,0,1,3,1,0,0,1,euw1
7431,0,1,0,0,0,0,0,1,0,0,0,0,euw1
7432,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7433,1,1,1,1,0,0,1,3,1,0,0,1,euw1
7434,0,0,0,0,0,0,0,1,0,0,0,0,euw1
7435,1,1,1,1,0,0,0,3,2,0,0,0,euw1
7436,1,1,1,1,0,1,0,10,2,0,4,1,euw1
7437,0,0,0,0,1,0,1,3,0,1,1,1,euw1
7438,1,1,1,1,1,1,1,11,3,1,2,2,euw1
7439,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7440,1,1,1,1,1,1,0,10,3,2,4,0,euw1
7441,0,0,0,0,0,0,1,2,0,0,1,2,euw1
7442,0,1,0,0,0,0,0,0,0,0,0,0,euw1
7443,1,0,1,1,0,0,1,3,1,0,0,1,euw1
7444,0,0,0,0,0,0,0,0,0,0,0,0,euw1
7445,1,1,1,1,0,0,1,3,1,0,0,1,euw1
7446,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7447,1,1,1,1,0,0,1,3,1,0,0,1,euw1
7448,1,1,1,0,0,1,0,3,0,0,4,0,euw1
7449,0,0,0,0,0,0,0,2,0,0,0,0,euw1
7450,1,1,1,1,1,0,1,9,2,1,1,1,euw1
7451,0,0,0,0,0,1,0,4,0,0,4,0,euw1
7452,0,0,1,0,0,0,1,2,0,0,0,1,euw1
7453,1,1,0,0,0,1,0,5,0,0,3,0,euw1
7454,1,0,1,1,1,1,0,8,1,1,3,0,eun1
7455,0,1,0,0,0,0,1,3,0,0,2,1,eun1
7456,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7457,1,1,1,1,1,1,1,7,1,1,3,2,eun1
7458,1,1,1,1,0,0,1,5,1,0,0,1,eun1
7459,0,0,0,0,0,1,0,1,0,0,1,0,eun1
7460,0,0,1,1,0,0,0,3,1,0,0,0,eun1
7461,1,1,0,0,0,0,0,4,1,0,0,0,eun1
7462,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7463,1,1,1,1,0,0,0,2,1,0,0,0,eun1
7464,1,1,1,1,1,1,1,7,2,1,1,1,eun1
7465,0,0,0,0,0,0,0,0,0,0,1,0,eun1
7466,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7467,1,1,1,1,0,1,1,6,1,0,2,1,eun1
7468,1,1,0,0,0,1,1,10,2,0,3,2,eun1
7469,0,0,1,1,0,0,0,8,3,0,1,0,eun1
7470,0,0,1,0,0,0,0,6,1,0,1,0,eun1
7471,1,1,0,1,1,1,0,11,3,1,4,0,eun1
7472,0,0,1,0,0,0,0,1,0,0,0,0,eun1
7473,1,1,0,1,0,0,1,3,1,0,0,1,eun1
7474,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7475,1,1,1,1,0,0,0,3,2,0,0,0,eun1
7476,0,0,1,1,0,0,0,3,1,0,0,0,eun1
7477,1,1,0,0,0,0,0,4,1,0,0,0,eun1
7478,1,1,1,0,0,0,0,4,1,0,0,0,eun1
7479,0,0,0,1,0,0,0,2,1,0,0,0,eun1
7480,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7481,1,1,1,1,0,0,0,4,2,0,0,0,eun1
7482,0,1,1,1,0,0,0,2,2,0,0,0,eun1
7483,1,0,0,0,0,0,0,4,2,0,0,0,eun1
7484,0,1,0,0,0,0,0,1,0,0,0,0,eun1
7485,1,0,1,1,0,0,0,4,1,0,0,0,eun1
7486,1,0,0,1,0,0,1,3,1,0,0,1,eun1
7487,0,1,1,0,0,0,0,1,0,0,0,0,eun1
7488,0,1,0,0,0,0,0,0,0,0,0,0,eun1
7489,1,0,1,1,0,1,1,8,1,0,2,1,eun1
7490,1,0,1,1,1,0,1,8,1,2,4,2,eun1
7491,0,1,0,0,0,1,0,4,0,1,3,0,eun1
7492,1,0,1,0,0,0,1,2,0,0,0,1,eun1
7493,0,1,0,0,0,0,0,1,0,0,0,0,eun1
7494,0,1,0,0,0,0,0,1,0,0,0,0,eun1
7495,1,0,1,0,0,1,1,3,0,0,2,1,eun1
7496,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7497,1,1,1,1,0,1,1,11,2,0,2,1,eun1
7498,0,0,1,0,0,0,1,2,0,0,1,1,eun1
7499,1,1,0,1,1,1,0,8,1,1,4,1,eun1
7500,0,1,0,0,0,0,0,4,0,0,0,0,eun1
7501,1,0,1,1,1,1,1,7,1,1,4,2,eun1
7502,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7503,1,1,1,0,1,1,1,5,0,1,2,1,eun1
7504,0,0,0,1,0,0,0,3,1,0,0,0,eun1
7505,1,1,1,0,0,0,0,2,0,0,0,0,eun1
7506,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7507,1,1,1,1,0,0,0,3,1,0,0,0,eun1
7508,1,1,1,0,0,0,0,1,0,0,0,0,eun1
7509,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7510,1,1,0,1,1,1,0,8,2,2,4,0,eun1
7511,0,0,1,0,0,0,0,3,0,0,2,0,eun1
7512,1,0,1,1,0,0,0,3,1,0,0,0,eun1
7513,0,1,0,0,0,0,0,0,0,0,0,0,eun1
7514,1,1,1,1,0,0,1,8,1,0,2,1,eun1
7515,0,0,0,0,0,1,0,1,0,0,1,0,eun1
7516,1,1,1,1,1,0,1,7,1,1,2,1,eun1
7517,0,0,0,0,0,1,0,1,0,0,2,0,eun1
7518,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7519,1,1,1,1,0,1,0,6,1,0,2,0,eun1
7520,1,1,1,1,1,1,0,7,1,1,4,0,eun1
7521,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7522,0,1,0,0,0,0,1,0,0,0,0,2,eun1
7523,1,0,1,0,1,1,0,5,0,1,3,0,eun1
7524,0,0,1,1,0,0,0,10,4,1,3,0,eun1
7525,1,1,0,0,1,1,1,6,2,2,4,1,eun1
7526,1,1,0,1,1,1,0,8,2,1,4,0,eun1
7527,0,0,1,0,0,0,1,3,0,0,0,2,eun1
7528,1,1,1,1,1,1,1,9,1,1,3,2,eun1
7529,0,0,0,0,0,0,0,2,0,0,1,0,eun1
7530,0,1,0,1,1,0,1,5,2,1,3,1,eun1
7531,1,0,1,0,0,1,0,10,3,2,4,1,eun1
7532,1,0,1,1,0,1,1,8,1,0,3,2,eun1
7533,0,1,0,0,0,0,0,1,0,0,0,0,eun1
7534,1,1,1,1,1,1,1,11,4,2,5,1,eun1
7535,0,0,0,0,0,0,0,6,1,0,1,0,eun1
7536,0,1,1,0,0,0,0,1,0,0,0,0,eun1
7537,1,0,0,0,0,1,0,2,0,0,2,0,eun1
7538,0,1,1,0,0,1,1,4,0,0,1,2,eun1
7539,1,0,0,1,1,0,0,10,2,2,5,0,eun1
7540,0,0,1,1,0,0,1,5,1,0,3,2,eun1
7541,1,1,0,0,1,1,0,6,1,1,2,0,eun1
7542,0,1,1,0,0,1,1,4,0,0,3,1,eun1
7543,1,0,0,1,0,0,0,6,1,0,1,0,eun1
7544,1,0,1,0,0,0,1,5,0,0,0,1,eun1
7545,0,1,0,0,0,1,0,0,0,0,1,0,eun1
7546,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7547,1,1,1,1,0,1,1,11,2,0,3,1,eun1
7548,0,1,1,0,0,0,1,3,0,0,2,2,eun1
7549,1,0,0,1,1,1,0,7,1,1,1,0,eun1
7550,0,0,0,0,0,1,0,0,0,0,2,0,eun1
7551,1,1,1,1,1,0,1,8,1,1,1,1,eun1
7552,1,0,1,1,0,1,0,11,6,0,4,0,eun1
7553,0,1,0,0,1,0,1,7,0,1,2,1,eun1
7554,1,1,1,1,0,1,1,8,1,0,2,1,eun1
7555,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7556,0,0,0,0,0,1,0,1,0,0,1,0,eun1
7557,1,1,1,1,1,0,0,9,2,1,3,0,eun1
7558,1,1,1,1,1,1,1,9,1,1,3,1,eun1
7559,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7560,1,0,1,1,0,0,0,10,3,0,3,0,eun1
7561,0,1,0,0,0,1,1,2,0,0,2,1,eun1
7562,0,1,0,0,0,0,0,0,0,0,0,0,eun1
7563,1,0,1,0,0,1,1,5,0,0,3,1,eun1
7564,0,1,0,0,0,1,0,0,0,0,1,0,eun1
7565,1,0,1,1,1,0,0,9,1,1,3,0,eun1
7566,1,1,0,1,1,1,1,10,3,1,3,1,eun1
7567,0,0,1,0,0,0,0,4,0,0,1,0,eun1
7568,1,1,0,0,0,0,0,3,0,0,2,0,eun1
7569,0,0,1,0,0,1,1,3,0,0,1,1,eun1
7570,0,0,1,0,0,1,1,5,0,0,3,2,eun1
7571,1,1,0,1,1,0,0,8,1,1,2,0,eun1
7572,1,1,0,0,1,1,1,10,2,1,4,1,eun1
7573,0,0,1,1,0,0,0,9,3,0,0,0,eun1
7574,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7575,1,1,1,1,0,0,0,4,1,0,0,0,eun1
7576,0,1,0,1,0,0,0,2,2,0,0,0,eun1
7577,1,0,1,0,0,0,0,4,1,0,0,0,eun1
7578,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7579,1,1,1,1,0,0,0,3,1,0,0,0,eun1
7580,0,1,0,0,0,0,0,2,0,0,0,0,eun1
7581,1,0,1,1,0,0,1,3,1,0,0,1,eun1
7582,1,0,0,1,0,0,1,3,1,0,0,2,eun1
7583,0,1,1,0,0,0,0,2,0,0,0,0,eun1
7584,1,0,1,1,0,0,1,10,2,0,3,2,eun1
7585,0,1,0,0,0,1,0,0,0,0,1,0,eun1
7586,0,1,1,0,0,0,0,1,0,0,0,0,eun1
7587,1,0,0,1,0,0,0,3,1,0,0,0,eun1
7588,1,0,1,0,0,0,0,2,0,0,0,0,eun1
7589,0,1,0,0,0,0,1,0,0,0,0,1,eun1
7590,1,1,1,0,0,0,0,2,0,0,0,0,eun1
7591,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7592,1,1,0,1,0,0,1,3,1,0,0,1,eun1
7593,0,0,1,0,0,0,0,2,0,0,0,0,eun1
7594,1,1,1,1,0,0,1,5,1,0,0,1,eun1
7595,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7596,0,0,1,0,0,0,1,1,0,0,0,1,eun1
7597,1,1,0,0,0,1,0,2,0,0,3,0,eun1
7598,1,0,1,0,0,0,0,5,0,0,2,1,eun1
7599,0,1,0,0,0,1,1,0,0,0,1,1,eun1
7600,1,0,1,0,0,0,0,1,0,0,0,0,eun1
7601,0,1,0,0,0,0,0,0,0,0,0,0,eun1
7602,1,1,1,1,0,0,1,10,2,0,0,1,eun1
7603,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7604,1,1,1,0,0,0,1,5,0,0,1,2,eun1
7605,0,0,0,0,0,1,0,1,0,0,2,0,eun1
7606,1,0,1,1,0,0,0,4,1,0,0,0,eun1
7607,0,1,0,0,0,0,0,1,0,0,0,0,eun1
7608,0,0,0,0,0,0,1,1,0,0,0,1,eun1
7609,1,1,1,1,0,1,0,11,3,0,4,0,eun1
7610,0,1,1,0,0,0,1,7,1,0,0,1,eun1
7611,1,0,0,1,1,1,0,7,1,1,4,0,eun1
7612,0,0,1,0,0,0,1,1,0,0,1,1,eun1
7613,1,1,0,1,1,1,0,6,1,1,3,0,eun1
7614,1,1,1,1,0,0,0,9,2,0,1,0,eun1
7615,0,0,0,0,0,1,1,2,0,0,1,1,eun1
7616,0,1,0,0,0,1,0,2,0,0,2,0,eun1
7617,1,0,1,1,1,0,1,7,1,1,0,2,eun1
7618,0,0,0,0,0,0,1,2,0,0,0,2,eun1
7619,1,1,1,1,1,1,0,10,1,1,3,0,eun1
7620,1,1,1,1,1,1,1,10,2,1,3,2,eun1
7621,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7622,0,0,0,0,1,0,0,1,0,1,0,0,eun1
7623,1,1,1,1,0,1,1,9,1,0,4,2,eun1
7624,1,1,1,1,1,1,1,9,2,1,3,2,eun1
7625,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7626,1,1,1,1,0,0,0,8,1,0,2,0,eun1
7627,0,0,0,0,0,1,0,0,0,0,1,0,eun1
7628,1,0,1,1,1,1,0,5,1,1,3,1,eun1
7629,0,1,0,0,0,0,1,2,0,0,0,1,eun1
7630,1,0,0,0,1,0,1,6,1,2,4,1,eun1
7631,0,1,1,1,0,1,0,7,1,1,2,0,eun1
7632,1,1,1,1,1,1,1,9,1,1,4,2,eun1
7633,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7634,1,0,0,1,0,0,0,9,2,0,2,0,eun1
7635,0,1,1,0,0,1,1,1,0,0,1,2,eun1
7636,0,0,0,0,1,0,0,5,1,1,2,0,eun1
7637,1,1,1,1,0,1,1,9,2,1,4,2,eun1
7638,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7639,1,1,1,0,0,1,1,5,0,0,2,2,eun1
7640,0,0,0,0,1,0,0,1,0,1,1,0,eun1
7641,1,1,1,1,0,1,1,11,3,1,5,1,eun1
7642,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7643,1,1,1,1,0,1,1,8,2,0,3,1,eun1
7644,0,1,0,0,0,0,1,1,0,0,0,1,eun1
7645,1,0,1,1,1,1,0,6,1,1,3,1,eun1
7646,0,0,0,0,1,1,0,1,0,1,2,0,eun1
7647,1,1,1,1,0,0,1,7,1,0,2,1,eun1
7648,0,0,1,0,1,0,0,1,0,1,0,0,eun1
7649,1,1,0,1,0,1,1,11,3,0,3,1,eun1
7650,0,0,0,0,0,1,1,5,0,0,2,1,eun1
7651,1,1,1,1,0,0,0,10,2,0,1,1,eun1
7652,0,0,0,0,0,0,0,4,0,0,1,0,eun1
7653,1,1,1,1,1,1,1,7,2,1,4,1,eun1
7654,0,0,0,0,0,0,1,3,0,0,2,1,eun1
7655,1,1,1,1,1,1,0,7,1,1,2,0,eun1
7656,0,0,0,0,0,1,0,1,0,0,1,0,eun1
7657,1,1,1,1,1,0,0,9,2,1,3,0,eun1
7658,1,1,0,0,1,1,0,6,1,2,2,0,eun1
7659,0,0,1,1,0,0,0,7,1,0,3,0,eun1
7660,0,1,0,0,0,1,0,3,0,0,2,0,eun1
7661,1,0,1,0,1,0,1,4,0,1,2,1,eun1
7662,0,0,0,1,0,0,0,4,2,0,0,0,eun1
7663,1,1,1,0,0,0,0,4,1,0,0,0,eun1
7664,1,0,0,1,0,0,0,6,1,0,2,1,eun1
7665,0,1,1,0,1,1,1,4,0,1,2,1,eun1
7666,0,1,0,0,0,1,0,2,0,0,1,0,eun1
7667,1,0,1,1,1,0,1,9,2,1,2,1,eun1
7668,1,1,1,1,1,1,1,11,4,1,3,2,eun1
7669,0,0,0,0,0,0,0,1,0,1,1,0,eun1
7670,0,0,0,0,0,0,0,4,1,0,2,0,eun1
7671,1,1,1,1,1,1,1,10,3,2,3,1,eun1
7672,0,1,0,0,0,0,0,4,0,0,1,0,eun1
7673,1,0,1,1,1,1,1,11,3,1,4,2,eun1
7674,0,0,1,0,0,0,0,1,0,0,0,0,eun1
7675,1,1,0,1,0,0,0,3,1,0,0,0,eun1
7676,1,1,1,0,0,0,0,2,0,0,0,0,eun1
7677,0,0,0,1,0,0,1,3,1,0,0,1,eun1
7678,1,0,1,1,1,0,1,9,1,1,2,2,eun1
7679,0,1,0,0,0,1,0,1,0,0,2,0,eun1
7680,0,0,0,0,0,0,1,2,0,0,0,1,eun1
7681,1,1,1,1,0,1,0,9,2,0,3,0,eun1
7682,0,1,0,0,0,0,0,0,0,0,0,0,eun1
7683,1,0,1,1,0,0,0,4,1,0,0,0,eun1
7684,1,1,1,1,1,1,1,9,1,1,3,2,eun1
7685,0,0,0,0,0,0,0,1,0,0,0,0,eun1
7686,1,1,1,1,1,0,1,8,1,1,2,2,eun1
7687,0,0,0,0,0,1,0,3,0,0,2,0,eun1
7688,1,1,1,1,1,1,1,10,2,1,4,2,eun1
7689,0,0,0,0,0,0,0,0,0,0,0,0,eun1
7690,1,0,1,1,1,1,1,9,2,1,4,1,eun1
7691,0,1,0,0,0,0,0,1,0,0,0,0,eun1
7692,1,1,1,1,1,0,1,7,1,1,2,1,eun1
7693,0,0,0,0,0,1,0,1,0,0,2,0,eun1
7694,0,1,0,0,0,1,0,1,0,0,1,0,eun1
7695,1,0,1,1,1,0,1,11,2,1,3,1,eun1
7696,0,0,0,0,0,0,1,0,0,0,0,1,eun1
7697,1,1,1,1,0,1,0,7,1,0,2,0,eun1
7698,0,1,1,0,0,0,1,3,0,0,0,1,eun1
